11,CMT,01/11/12 0:34,01/11/12 0:46,1,2.5,-73.985679,40.752664,1,N,-73.986348,40.726477,CRD,0.5,0.5,3,0,15
7.5,CMT,01/11/12 0:34,01/11/12 0:41,1,1.5,-73.990285,40.749229,1,N,-73.998091,40.763881,CSH,0.5,0.5,0,0,8.5
17.5,CMT,01/11/12 0:34,01/11/12 0:53,1,4.8,-73.988219,40.749476,1,N,-73.929487,40.767761,CSH,0.5,0.5,0,0,18.5
2.5,VTS,01/11/12 0:35,01/11/12 0:36,4,0.1,-73.970288,40.76198,1,,-73.969577,40.761717,CSH,0.5,0.5,0,0,3.5
5.5,VTS,01/11/12 0:35,01/11/12 0:40,1,1.23,-73.97815,40.78348,1,,-73.979363,40.771582,CRD,0.5,0.5,1.2,0,7.7
5,VTS,01/11/12 0:35,01/11/12 0:39,1,0.72,-73.970607,40.762342,1,,-73.967628,40.756347,CSH,0.5,0.5,0,0,6
5,VTS,01/11/12 0:35,01/11/12 0:38,5,1.17,-73.976847,40.763292,1,,-73.962857,40.766862,CSH,0.5,0.5,0,0,6
5.5,VTS,01/11/12 0:35,01/11/12 0:40,1,0.94,-73.960202,40.760545,1,,-73.971713,40.757715,CSH,0.5,0.5,0,0,6.5
8,VTS,01/11/12 0:35,01/11/12 0:42,1,1.92,-73.970265,40.765407,1,,-73.963967,40.773807,CRD,0.5,0.5,1.7,0,10.7
7,VTS,01/11/12 0:35,01/11/12 0:43,2,1.56,-73.98617,40.757087,1,,-74.002827,40.743933,CSH,0.5,0.5,0,0,8
6.5,VTS,01/11/12 0:35,01/11/12 0:42,1,0.89,-73.983182,40.759657,1,,-73.99765,40.765392,CSH,0.5,0.5,0,0,7.5
8,VTS,01/11/12 0:35,01/11/12 0:44,1,1.36,-73.9846,40.765212,1,,-73.97898,40.782252,CRD,0.5,0.5,0,0,9
11.5,VTS,01/11/12 0:35,01/11/12 0:46,2,3.2,-73.961078,40.714777,1,,-74.001815,40.72595,CSH,0.5,0.5,0,0,12.5
11.5,VTS,01/11/12 0:35,01/11/12 0:46,1,2.98,-73.91852,40.743302,1,,-73.919445,40.772432,CSH,0.5,0.5,0,0,12.5
18,VTS,01/11/12 0:35,01/11/12 0:48,1,5.55,-73.968142,40.80054,1,,-73.937515,40.853342,CSH,0.5,0.5,0,0,19
47.5,VTS,01/11/12 0:35,01/11/12 1:12,2,16.15,-73.961667,40.671402,1,,-73.939122,40.813417,CSH,0.5,0.5,0,0,48.5
16.5,CMT,01/11/12 0:35,01/11/12 0:55,4,3.7,-73.95154,40.724966,1,N,-73.960027,40.688655,CSH,0.5,0.5,0,0,17.5
8.5,CMT,01/11/12 0:35,01/11/12 0:44,1,1.5,-73.968612,40.678237,1,N,-73.983712,40.694711,CRD,0.5,0.5,1.9,0,11.4
5,CMT,01/11/12 0:35,01/11/12 0:38,2,1,-73.985897,40.756532,1,N,-73.992519,40.745211,CRD,0.5,0.5,1.2,0,7.2
8.5,CMT,01/11/12 0:35,01/11/12 0:42,1,2,-73.844172,40.721281,1,N,-73.87323,40.709072,CSH,0.5,0.5,0,0,9.5
19.5,VTS,01/11/12 1:18,01/11/12 1:37,1,5.16,-73.939203,40.842827,1,,-73.981815,40.778617,CRD,0.5,0.5,4,0,24.5
5.5,CMT,01/11/12 1:18,01/11/12 1:21,1,1,-73.976172,40.756215,1,N,-73.965321,40.759584,CRD,0.5,0.5,1.3,0,7.8
7,CMT,01/11/12 1:18,01/11/12 1:26,1,1.2,-73.971491,40.757527,1,N,-73.991162,40.765642,CRD,0.5,0.5,2,0,10
8,CMT,01/11/12 1:18,01/11/12 1:25,1,1.8,-73.982714,40.771536,1,N,-73.972818,40.793248,CRD,0.5,0.5,1,0,10
8.5,CMT,01/11/12 1:18,01/11/12 1:23,1,2,-73.909809,40.769825,1,N,-73.89616,40.745274,CSH,0.5,0.5,0,0,9.5
10,CMT,01/11/12 1:18,01/11/12 1:27,1,2.6,-73.999816,40.761487,1,N,-73.987987,40.740048,CRD,0.5,0.5,1,0,12
8,CMT,01/11/12 1:18,01/11/12 1:23,1,1.8,-73.977096,40.776475,1,N,-73.956044,40.787969,CSH,0.5,0.5,0,0,9
7,CMT,01/11/12 1:18,01/11/12 1:20,2,0.4,-73.961509,40.715761,5,N,-73.965977,40.71295,CRD,0,0,1.75,0,8.75
5,CMT,01/11/12 1:18,01/11/12 1:22,1,0.7,-73.973457,40.792385,1,N,-73.963008,40.793897,CRD,0.5,0.5,1,0,7
9,CMT,01/11/12 1:18,01/11/12 1:30,1,1.2,0,0,1,N,0,0,CSH,0.5,0.5,0,0,10
25,CMT,01/11/12 1:18,01/11/12 1:45,2,7.7,-73.984489,40.761256,1,N,-73.929322,40.691674,CSH,0.5,0.5,0,0,26
28.5,CMT,01/11/12 1:18,01/11/12 1:45,2,8.2,-73.992877,40.765236,1,N,-73.939326,40.826676,CSH,0.5,0.5,0,0,29.5
4.5,VTS,01/11/12 1:19,01/11/12 1:23,1,0.83,-73.92052,40.768002,1,,-73.929048,40.775885,CSH,0.5,0.5,0,0,5.5
8,VTS,01/11/12 1:19,01/11/12 1:27,1,1.55,-73.956027,40.714112,1,,-73.944795,40.727532,CRD,0.5,0.5,2.12,0,11.12
10,VTS,01/11/12 1:19,01/11/12 1:31,1,2.14,-73.996837,40.722272,1,,-74.01557,40.711675,CSH,0.5,0.5,0,0,11
13,VTS,01/11/12 1:19,01/11/12 1:34,5,3.34,-73.950458,40.779682,1,,-73.989047,40.758257,CSH,0.5,0.5,0,0,14
14.5,VTS,01/11/12 1:19,01/11/12 1:34,1,3.91,-73.983875,40.770365,1,,-73.969108,40.795775,CRD,0.5,0.5,3,0,18.5
19,VTS,01/11/12 1:19,01/11/12 1:36,6,5.83,-73.993722,40.751732,1,,-73.98233,40.692737,CSH,0.5,0.5,0,0,20
27.5,VTS,01/11/12 1:19,01/11/12 1:54,1,6.46,-73.97042,40.763492,1,,-73.908067,40.745162,CSH,0.5,0.5,0,0,28.5
13,CMT,01/11/12 1:19,01/11/12 1:31,1,3.6,-73.995633,40.687612,1,Y,-73.983315,40.718716,CSH,0.5,0.5,0,0,14
5,CMT,01/11/12 1:19,01/11/12 1:22,1,0.8,-73.950834,40.786197,1,N,-73.953018,40.776972,CRD,0.5,0.5,1.2,0,7.2
20.5,CMT,01/11/12 1:19,01/11/12 1:31,1,6.8,-73.987885,40.764592,1,N,-73.940404,40.833652,CSH,0.5,0.5,0,0,21.5
7.5,CMT,01/11/12 1:19,01/11/12 1:27,1,1.6,-73.980002,40.743156,1,N,-73.991873,40.758054,CSH,0.5,0.5,0,0,8.5
5.5,VTS,01/11/12 1:20,01/11/12 1:24,1,0.97,-73.987298,40.760567,1,,-73.989602,40.751485,CRD,0.5,0.5,0.98,0,7.48
7,VTS,01/11/12 1:20,01/11/12 1:27,2,1.31,-73.988342,40.749122,1,,-73.998382,40.760885,CSH,0.5,0.5,0,0,8
14,VTS,01/11/12 1:18,01/11/12 1:32,1,3.68,-73.94009,40.789777,1,,-73.950093,40.826377,CRD,0.5,0.5,0,0,15
16.5,VTS,01/11/12 1:18,01/11/12 1:33,6,5.17,-73.946608,40.785112,1,,-73.997302,40.734802,CRD,0.5,0.5,7,0,24.5
14.5,VTS,01/11/12 1:18,01/11/12 1:36,1,3.61,-73.950455,40.715402,1,,-73.916482,40.68924,CSH,0.5,0.5,0,0,15.5
10.5,CMT,01/11/12 1:18,01/11/12 1:27,1,2.7,-73.955167,40.777288,1,N,-73.965317,40.804266,CRD,0.5,0.5,1.75,0,13.25
16.5,CMT,01/11/12 1:18,01/11/12 1:33,1,5.1,-73.985806,40.723136,1,N,-73.982256,40.776918,CRD,0.5,0.5,3,0,20.5
15,CMT,01/11/12 1:18,01/11/12 1:35,1,3.7,-73.917397,40.742824,1,N,-73.91158,40.776771,CSH,0.5,0.5,0,0,16
5.5,CMT,01/11/12 1:18,01/11/12 1:22,1,1.1,-73.968018,40.760221,1,N,-73.956919,40.771786,CRD,0.5,0.5,0,0,6.5
14.5,CMT,01/11/12 1:18,01/11/12 1:28,1,4.6,-73.782393,40.644566,1,N,-73.753197,40.676937,CSH,0.5,0.5,0,0,15.5
4,VTS,01/11/12 1:19,01/11/12 1:21,1,0.6,-73.989337,40.748083,1,,-73.99606,40.74357,CSH,0.5,0.5,0,0,5
5,VTS,01/11/12 1:19,01/11/12 1:22,5,0.98,-73.989495,40.76277,1,,-73.997657,40.751457,CSH,0.5,0.5,0,0,6
8.5,VTS,01/11/12 1:19,01/11/12 1:26,1,2.06,-73.968525,40.757957,1,,-73.95683,40.775175,CRD,0.5,0.5,1.8,0,11.3
10,VTS,01/11/12 1:19,01/11/12 1:27,6,2.58,-73.951712,40.714735,1,,-73.957118,40.686972,CRD,0.5,0.5,2.1,0,13.1
17,VTS,01/11/12 1:19,01/11/12 1:29,1,5.79,-73.945288,40.78691,1,,-73.98094,40.72101,CSH,0.5,0.5,0,0,18
17.5,VTS,01/11/12 1:19,01/11/12 1:30,6,5.74,-73.954182,40.717197,1,,-74.000592,40.677302,CRD,0.5,0.5,0,0,18.5
7,CMT,01/11/12 1:19,01/11/12 1:24,1,1.5,-73.939525,40.705307,1,N,-73.944811,40.691326,CSH,0.5,0.5,0,0,8
11.5,CMT,01/11/12 1:19,01/11/12 1:31,2,3.2,-73.979853,40.775858,1,N,-73.986341,40.740401,CRD,0.5,0.5,3.12,0,15.62
9.5,CMT,01/11/12 1:19,01/11/12 1:27,1,2.6,-73.989827,40.762448,1,N,-73.993075,40.734095,CRD,0.5,0.5,1.5,0,12
6,VTS,01/11/12 1:20,01/11/12 1:24,1,1.32,-73.99043,40.756605,1,,-73.99043,40.756605,CRD,0.5,0.5,1.15,0,8.15
9,VTS,01/11/12 1:20,01/11/12 1:27,2,2.05,-73.966488,40.804132,1,,-73.949652,40.827437,CSH,0.5,0.5,0,0,10
12,VTS,01/11/12 1:20,01/11/12 1:29,1,3.59,-73.984643,40.74827,1,,-73.976152,40.786205,CSH,0.5,0.5,0,0,13
14.5,VTS,01/11/12 1:20,01/11/12 1:32,1,4.46,-73.997052,40.73743,1,,-73.979153,40.787252,CSH,0.5,0.5,0,0,15.5
13.5,VTS,01/11/12 1:20,01/11/12 1:32,1,3.96,-73.975582,40.749347,1,,-73.927245,40.738727,CSH,0.5,0.5,0,0,14.5
23.5,VTS,01/11/12 1:20,01/11/12 1:39,2,7.78,-73.890965,40.746487,1,,-73.787578,40.707675,CSH,0.5,0.5,0,0,24.5
22,VTS,01/11/12 1:20,01/11/12 1:49,1,4.92,-73.96771,40.756157,1,,-73.98696,40.733565,CRD,0.5,0.5,4.5,0,27.5
18.5,VTS,01/11/12 1:20,01/11/12 1:34,1,0.57,-73.954642,40.71415,1,,-73.960418,40.657792,CRD,0.5,0.5,3.9,0,23.4
9.5,VTS,01/11/12 1:20,01/11/12 1:29,1,2.22,-73.978475,40.783167,1,,-73.956448,40.805457,CRD,0.5,0.5,2.5,0,13
12,VTS,01/11/12 1:20,01/11/12 1:32,5,3.83,-73.971795,40.75039,1,,-74.009473,40.708683,CSH,0.5,0.5,0,0,13
12,CMT,01/11/12 1:20,01/11/12 1:32,1,3,-73.966874,40.757339,1,N,-73.97749,40.783049,CRD,0.5,0.5,2.6,0,15.6
7,CMT,01/11/12 1:20,01/11/12 1:27,2,1.2,-73.984171,40.759724,1,N,-73.986617,40.746052,CSH,0.5,0.5,0,0,8
7.5,CMT,01/11/12 1:20,01/11/12 1:27,1,1.7,-73.955545,40.768483,1,N,-73.972487,40.75648,CRD,0.5,0.5,1,0,9.5
14,CMT,01/11/12 1:20,01/11/12 1:38,1,2.9,-73.955933,40.77216,1,N,-73.976914,40.758981,CRD,0.5,0.5,0,0,15
26,CMT,01/11/12 1:20,01/11/12 1:48,1,7.6,-73.978341,40.757282,1,N,-73.869931,40.753728,CSH,0.5,0.5,0,0,27
9.5,VTS,01/11/12 1:21,01/11/12 1:29,1,2.66,-73.955248,40.773772,1,,-73.97439,40.745702,CRD,0.5,0.5,1,0,11.5
4,VTS,01/11/12 1:21,01/11/12 1:23,5,0.45,-73.961735,40.80589,1,,-73.961003,40.801977,CRD,0.5,0.5,0.9,0,5.9
7,VTS,01/11/12 1:21,01/11/12 1:28,6,1.23,-73.971827,40.763325,1,,-73.98527,40.763255,CSH,0.5,0.5,0,0,8
10.5,CMT,01/11/12 1:21,01/11/12 1:32,1,2.3,-73.970662,40.755617,1,N,-73.97992,40.779672,CSH,0.5,0.5,0,0,11.5
4,VTS,01/11/12 1:22,01/11/12 1:25,6,0.56,-73.957788,40.717937,1,,-73.962938,40.71834,CRD,0.5,0.5,0,0,5
6.5,VTS,01/11/12 10:22,01/11/12 10:29,1,0.96,-73.961905,40.779617,1,,-73.96871,40.770042,CSH,0,0.5,0,0,7
13.5,VTS,01/11/12 10:22,01/11/12 10:37,5,3.11,-73.939047,40.805135,1,,-73.97014,40.790047,CRD,0,0.5,2.7,0,16.7
15.5,VTS,01/11/12 10:22,01/11/12 10:44,6,3.12,-74.009197,40.736077,1,,-73.987365,40.764357,CSH,0,0.5,0,0,16
15,VTS,01/11/12 10:22,01/11/12 10:44,6,1.97,-73.991197,40.760455,1,,-74.009517,40.738235,CSH,0,0.5,0,0,15.5
11.5,VTS,01/11/12 10:22,01/11/12 10:37,1,3.23,-73.991643,40.755658,1,,-73.995492,40.722048,CRD,0,0.5,3,0,15
4,CMT,01/11/12 10:22,01/11/12 10:25,1,0.3,-73.962513,40.772217,1,N,-73.963362,40.768845,CRD,0,0.5,0,0,4.5
52,CMT,01/11/12 10:22,01/11/12 10:55,1,17.3,-73.982446,40.762342,2,Y,-73.786054,40.638611,CSH,0,0.5,0,0,52.5
6.5,CMT,01/11/12 10:22,01/11/12 10:29,1,0.8,-73.982304,40.768977,1,N,-73.981432,40.780117,CSH,0,0.5,0,0,7
7.5,CMT,01/11/12 10:22,01/11/12 10:29,3,1.6,0,0,1,N,0,0,CSH,0,0.5,0,0,8
7,CMT,01/11/12 10:22,01/11/12 10:29,1,1.5,-73.990289,40.766707,1,N,-73.977245,40.786116,CRD,0,0.5,1.5,0,9
23,CMT,01/11/12 10:22,01/11/12 10:52,1,4.8,-73.982942,40.754873,1,N,-73.91765,40.744179,CSH,0,0.5,0,0,23.5
52,VTS,03/11/12 0:11,03/11/12 0:28,1,4.15,-73.936652,40.754912,2,,-73.993343,40.752342,CSH,0,0.5,0,0,52.5
8.5,VTS,03/11/12 0:11,03/11/12 0:21,6,1.49,-73.955638,40.804502,1,,-73.955387,40.819517,CRD,0.5,0.5,1.8,0,11.3
29.5,VTS,03/11/12 0:11,03/11/12 0:29,5,10.23,-73.958697,40.816045,1,,-73.987105,40.697432,CRD,0.5,0.5,1,0,31.5
13.5,CMT,03/11/12 0:11,03/11/12 0:22,1,4,-73.967789,40.762959,1,N,-73.923476,40.771511,CSH,0.5,0.5,0,0,14.5
7.5,CMT,03/11/12 0:11,03/11/12 0:17,2,1.7,-73.955923,40.776376,1,N,-73.966854,40.757348,CSH,0.5,0.5,0,0,8.5
49,CMT,03/11/12 0:11,03/11/12 0:41,1,17.3,-73.789828,40.645224,1,N,-73.948036,40.751898,CSH,0.5,0.5,0,0,50
4.5,CMT,03/11/12 0:11,03/11/12 0:15,1,0.6,-73.987887,40.732214,1,N,-73.993937,40.732609,CRD,0.5,0.5,1.1,0,6.6
6,CMT,03/11/12 0:11,03/11/12 0:15,1,1.3,-73.967891,40.756392,1,N,-73.956057,40.767641,CRD,0.5,0.5,1.75,0,8.75
7.5,CMT,03/11/12 0:11,03/11/12 0:18,1,1.6,-73.95746,40.776975,1,N,-73.977887,40.77617,CRD,0.5,0.5,1.7,0,10.2
12,CMT,03/11/12 0:11,03/11/12 0:23,2,3.1,-73.992832,40.747718,1,N,-73.954617,40.765701,CRD,0.5,0.5,1.5,0,14.5
19.5,CMT,03/11/12 0:11,03/11/12 0:31,1,5.9,-74.00226,40.729848,1,N,-73.954334,40.786868,CSH,0.5,0.5,0,0,20.5
9.5,CMT,03/11/12 0:11,03/11/12 0:20,1,2.2,-73.950889,40.826337,1,N,-73.97116,40.797698,CSH,0.5,0.5,0,0,10.5
12.5,CMT,03/11/12 0:11,03/11/12 0:25,1,3.2,-73.957106,40.777632,1,N,-73.986818,40.737155,CRD,0.5,0.5,2,0,15.5
20,CMT,03/11/12 0:11,03/11/12 0:33,1,5.7,-74.005591,40.726732,1,N,-73.952191,40.777529,CRD,0.5,0.5,0,0,21
5,VTS,03/11/12 0:12,03/11/12 0:15,1,0.83,-73.948047,40.82472,1,,-73.954195,40.816275,CSH,0.5,0.5,0,0,6
8,VTS,03/11/12 0:12,03/11/12 0:20,5,1.84,-73.980147,40.775467,1,,-73.96882,40.792535,CRD,0.5,0.5,1,0,10
7.5,VTS,03/11/12 0:12,03/11/12 0:19,2,1.68,-73.966302,40.75778,1,,-73.958028,40.773587,CSH,0.5,0.5,0,0,8.5
27,CMT,03/11/12 6:04,03/11/12 6:19,1,9.6,-73.920626,40.756889,1,N,-73.807127,40.703352,CSH,0,0.5,0,0,27.5
52,CMT,03/11/12 6:04,03/11/12 6:44,2,19.6,-73.78633,40.641349,2,N,-73.987366,40.728453,CSH,0,0.5,0,0,52.5
40.5,CMT,03/11/12 6:04,03/11/12 6:40,1,13.1,-73.788009,40.641514,1,N,-73.951885,40.65773,CRD,0,0.5,8.2,0,49.2
18,CMT,03/11/12 6:04,03/11/12 6:22,1,5.1,-73.941442,40.711939,1,N,-73.989509,40.74181,CSH,0,0.5,0,0,18.5
35,VTS,03/11/12 6:05,03/11/12 6:35,6,11.08,-73.786072,40.642527,1,,-73.922275,40.698447,CSH,0,0.5,0,0,35.5
52,CMT,03/11/12 6:05,03/11/12 6:34,2,20.4,-73.951893,40.769292,2,N,-73.786503,40.639119,CRD,0,0.5,11.46,4.8,68.76
12.5,CMT,03/11/12 6:05,03/11/12 6:19,1,2.4,-73.998965,40.71722,1,N,-74.000585,40.74245,CRD,0,0.5,2,0,15
7,CMT,03/11/12 6:05,03/11/12 6:08,1,1.8,-73.967489,40.760094,1,N,-73.944291,40.751973,CSH,0,0.5,0,0,7.5
24.5,CMT,03/11/12 6:05,03/11/12 6:20,1,8.4,-73.952084,40.786372,1,N,-73.862075,40.76856,CSH,0,0.5,0,4.8,29.8
15,VTS,03/11/12 2:49,03/11/12 3:02,1,4.59,-73.970365,40.764577,1,,-73.94175,40.817962,CSH,0.5,0.5,0,0,16
14,VTS,03/11/12 2:49,03/11/12 3:01,1,3.92,-73.97765,40.76291,1,,-73.918958,40.758902,CSH,0.5,0.5,0,0,15
12,VTS,03/11/12 2:49,03/11/12 3:03,1,2.74,-73.923367,40.743447,1,,-73.935375,40.737122,CSH,0.5,0.5,0,0,13
27,CMT,03/11/12 2:49,03/11/12 3:07,1,9,-73.98818,40.720132,1,N,-73.94564,40.805297,CRD,0.5,0.5,8.4,0,36.4
17,CMT,03/11/12 2:49,03/11/12 3:05,1,4.8,-73.976025,40.674693,1,N,-73.929861,40.623417,CSH,0.5,0.5,0,0,18
11.5,CMT,03/11/12 2:49,03/11/12 3:00,1,3.1,-73.920727,40.691084,1,N,-73.970607,40.684853,CSH,0.5,0.5,0,0,12.5
6.5,CMT,03/11/12 2:49,03/11/12 2:55,3,1.2,-73.974878,40.749971,1,N,-73.982647,40.739292,CRD,0.5,0.5,1.5,0,9
50.5,CMT,03/11/12 2:49,03/11/12 3:27,2,17.4,-73.956252,40.771931,1,N,-73.956602,40.642841,CRD,0.5,0.5,10.3,0,61.8
8,CMT,03/11/12 2:49,03/11/12 2:57,1,1.5,-73.991719,40.684722,1,N,-73.981751,40.701357,CSH,0.5,0.5,0,0,9
7,CMT,03/11/12 2:49,03/11/12 2:55,1,1.6,-73.952997,40.771856,1,N,-73.942731,40.789077,CSH,0.5,0.5,0,0,8
9.5,CMT,03/11/12 2:49,03/11/12 2:58,1,2.2,-73.976195,40.786008,1,N,-73.962904,40.76659,CRD,0.5,0.5,0.9,0,11.4
10,VTS,03/11/12 2:50,03/11/12 2:50,1,0,0,0,5,,0,0,CRD,0,0.5,2,0,12.5
5,VTS,03/11/12 2:50,03/11/12 2:53,1,1.1,-73.975475,40.755397,1,,-73.984152,40.75,CSH,0.5,0.5,0,0,6
6.5,VTS,03/11/12 2:50,03/11/12 2:54,4,1.4,-73.983965,40.749012,1,,-73.968275,40.75072,CSH,0.5,0.5,0,0,7.5
5,VTS,03/11/12 2:50,03/11/12 2:53,1,0.9,-73.999742,40.743347,1,,-73.986722,40.739572,CSH,0.5,0.5,0,0,6
5.5,CMT,02/11/12 22:41,02/11/12 22:47,1,0.7,-73.982277,40.757715,1,N,-73.970922,40.756025,CSH,0.5,0.5,0,0,6.5
19.5,CMT,02/11/12 22:41,02/11/12 23:04,1,5,0,0,1,N,0,0,CRD,0.5,0.5,4.1,0,24.6
17,CMT,02/11/12 22:41,02/11/12 22:59,1,4.7,-73.954231,40.784435,1,N,-73.981597,40.730072,CRD,0.5,0.5,1.7,0,19.7
13.5,CMT,03/11/12 3:57,03/11/12 4:09,1,3.6,-73.984091,40.725567,1,N,-73.93595,40.697356,CSH,0.5,0.5,0,0,14.5
16,CMT,03/11/12 3:57,03/11/12 4:05,1,5.3,-74.004728,40.707188,1,N,-73.958994,40.759759,CSH,0.5,0.5,0,0,17
6.5,VTS,03/11/12 0:34,03/11/12 0:40,1,1.48,-73.98258,40.73562,1,,-73.984518,40.720257,CRD,0.5,0.5,1.5,0,9
9.5,VTS,03/11/12 0:34,03/11/12 0:43,3,2.21,-73.978877,40.753362,1,,-73.984463,40.774785,CRD,0.5,0.5,3,0,13.5
13,VTS,03/11/12 0:34,03/11/12 0:46,1,3.53,-73.989822,40.734397,1,,-73.991425,40.698397,CRD,0.5,0.5,10,0,24
14.5,VTS,03/11/12 0:34,03/11/12 0:49,1,4.36,-74.004323,40.738112,1,,-73.979445,40.789507,CRD,0.5,0.5,3,0,18.5
11,VTS,03/11/12 0:34,03/11/12 0:47,6,2.25,-73.908515,40.766455,1,,-73.918392,40.76768,CSH,0.5,0.5,0,0,12
8,CMT,03/11/12 0:34,03/11/12 0:41,1,1.9,-73.95623,40.770306,1,N,-73.975967,40.753268,CSH,0.5,0.5,0,0,9
6.5,CMT,03/11/12 0:34,03/11/12 0:40,1,1.4,-73.96087,40.714879,1,N,-73.954623,40.732437,CRD,0.5,0.5,1.87,0,9.37
9.5,CMT,03/11/12 0:34,03/11/12 0:44,1,2.1,-73.969724,40.795037,1,N,-73.954371,40.777467,CRD,0.5,0.5,2.1,0,12.6
32,CMT,03/11/12 0:34,03/11/12 0:48,1,11.8,-73.862724,40.768891,1,N,-73.788856,40.64209,CRD,0.5,0.5,6.6,0,39.6
16,CMT,03/11/12 0:34,03/11/12 0:48,1,4.7,-73.965491,40.766074,1,N,-73.905581,40.7527,CSH,0.5,0.5,0,0,17
7.5,CMT,03/11/12 0:34,03/11/12 0:42,1,1.4,-73.993401,40.762728,1,N,-73.994575,40.751796,CSH,0.5,0.5,0,0,8.5
